"Plugin","Gutenberg-Compatible","Compatibility Reason","Active Installs"
"simple-google-recaptcha","likely_yes","Doesn't include editor functionality","10000"
"simple-google-sitemap","unknown","","3000"
"simple-google-sitemap-xml","likely_yes","Doesn't include editor functionality","10000"
"simple-header-footer-html","unknown","","5000"
"simple-history","testing","","60000"
"simple-image-link","unknown","","3000"
"simple-image-sizes","testing","","90000"
"simple-image-widget","yes","Doesn't include editor functionality","70000"
"simple-instagram","unknown","","0"
"simple-instagram-embed","unknown","","4000"
"simple-ip-ban","unknown","","8000"
"simple-job-board","likely_yes","Some editor UI is missing","10000"
"simple-ldap-login","likely_yes","Doesn't include editor functionality","4000"
"simple-lightbox","yes","Doesn't include editor functionality","200000"
"simple-lightbox-gallery","unknown","","10000"
"simple-link-list-widget","unknown","","10000"
"simple-links","unknown","","10000"
"simple-local-avatars","yes","Doesn't include editor functionality","70000"
"simple-login-lockdown","unknown","","10000"
"simple-login-log","likely_yes","Doesn't include editor functionality","20000"
"simple-mail-address-encoder","unknown","","8000"
"simple-maintenance-mode","likely_yes","Doesn't include editor functionality","10000"
"simple-map","unknown","","40000"
"simple-membership","unknown","","30000"
"simple-membership-after-login-redirection","unknown","","10000"
"simple-membership-custom-messages","unknown","","3000"
"simple-meta-tags","unknown","","3000"
"simple-mobile-url-redirect","unknown","","8000"
"simple-monero-miner-coin-hive","unknown","","4000"
"simple-music-widget","unknown","","5000"
"simple-no-comments","unknown","","7000"
"simple-optimizer","likely_yes","Doesn't include editor functionality","3000"
"simple-page-ordering","yes","Doesn't include editor functionality","200000"
"simple-page-sidebars","unknown","","50000"
"simple-page-tester","unknown","","4000"
"simple-pagination","unknown","","8000"
"simple-pdf-viewer","unknown","","5000"
"simple-photo-gallery","unknown","","7000"
"simple-popup","unknown","","4000"
"simple-popup-manager","unknown","","5000"
"simple-popup-plugin","unknown","","6000"
"simple-post-thumbnails","unknown","","0"
"simple-post-type-permalinks","unknown","","3000"
"simple-pull-quote","unknown","","6000"
"simple-real-estate-pack-4","unknown","","6000"
"simple-redirect","unknown","","10000"
"simple-responsive-slider","unknown","","10000"
"simple-revisions-delete","unknown","","10000"
"simple-scroll-to-top-button","unknown","","6000"
"simple-section-navigation","unknown","","5000"
"simple-share-buttons-adder","yes","Doesn't include editor functionality","100000"
"simple-side-tab","unknown","","8000"
"simple-sitemap","yes","Existing functionality works in Gutenberg","60000"
"simple-slider-ssp","unknown","","10000"
"simple-slideshow-manager","unknown","","8000"
"simple-social-buttons","unknown","","40000"
"simple-social-icons","yes","Existing functionality works in Gutenberg","200000"
"simple-social-share","unknown","","9000"
"simple-staff-list","unknown","","9000"
"simple-subscribe","unknown","","0"
"simple-tags","yes","Existing functionality works in Gutenberg","100000"
"simple-taxonomy","unknown","","5000"
"simple-taxonomy-ordering","unknown","","4000"
"simple-tooltips","unknown","","10000"
"simple-trackback-disabler","unknown","","3000"
"simple-trackback-validation","unknown","","6000"
"simple-trackback-validation-with-topsy-blocker","unknown","","5000"
"simple-tweet","unknown","","3000"
"simple-twitter-tweets","unknown","","20000"
"simple-universal-google-analytics","likely_yes","Doesn't include editor functionality","8000"
"simple-urls","unknown","","9000"
"simple-video-embedder","unknown","","6000"
"simple-visitor-counter-widget","unknown","","4000"
"simple-weather","unknown","","7000"
"simple-wp-retina","unknown","","7000"
"simple-wp-sitemap","unknown","","30000"
"simple-yearly-archive","unknown","","5000"
"simple-youtube-embed","unknown","","8000"
"simplejpegquality","unknown","","5000"
"simplemap","unknown","","4000"
"simplemodal-contact-form-smcf","unknown","","3000"
"simplemodal-login","likely_yes","Doesn't include editor functionality","6000"
"simplepie-core","unknown","","0"
"simplest-adsense-ads-manager","unknown","","4000"
"simplest-gallery","unknown","","4000"
"simplified-social-share","unknown","","5000"
"simplr-registration-form","unknown","","4000"
"simply-exclude","unknown","","20000"
"simply-instagram","unknown","","10000"
"simply-show-hooks","unknown","","3000"
"simply-show-ids","unknown","","10000"
"simply-static","unknown","","7000"
"single-post-template","unknown","","10000"
"sis-facebook-like-box","unknown","","3000"
"sisow-for-woocommerce","unknown","","6000"
"site-is-offline-plugin","likely_yes","Doesn't include editor functionality","30000"
"site-maintenance-mode","likely_yes","Doesn't include editor functionality","5000"
"site-manager","unknown","","8000"
"site-offline","likely_yes","Doesn't include editor functionality","10000"
"siteguard","likely_yes","Doesn't include editor functionality","100000"
"sitelinks-search-box","unknown","","5000"
"sitemap","yes","Existing functionality works in Gutenberg","70000"
"sitemap-generator","unknown","","0"
"sitemap-index","likely_yes","Doesn't include editor functionality","3000"
"siteorigin-panels","likely_no","Some editor UI is missing","1000000"
"sitepress-multilingual-cms","unknown","","0"
"sitetree","unknown","","10000"
"skimlinks","unknown","","4000"
"skt-skill-bar","unknown","","5000"
"skype-online-status","unknown","","7000"
"slate-admin-theme","unknown","","5000"
"slayers-custom-widgets","unknown","","9000"
"sliced-invoices","unknown","","3000"
"slick-contact-forms","unknown","","10000"
"slick-sitemap","unknown","","3000"
"slick-social-share-buttons","unknown","","7000"
"slicknav-mobile-menu","unknown","","6000"
"slickquiz","unknown","","4000"
"slickr-flickr","unknown","","10000"
"slide-anything","unknown","","30000"
"slidedeck","unknown","","3000"
"slidedeck2","unknown","","6000"
"slider","unknown","","0"
"slider-by-supsystic","unknown","","10000"
"slider-comparison-image-before-and-after","unknown","","3000"
"slider-image","unknown","","0"
"slider-images","unknown","","9000"
"slider-slideshow","unknown","","4000"
"slider-video","unknown","","3000"
"slider-wd","testing","","80000"
"slideshare","unknown","","10000"
"slideshow","unknown","","10000"
"slideshow-ck","unknown","","4000"
"slideshow-gallery","unknown","","30000"
"slideshow-jquery-image-gallery","likely_yes","Some editor UI is missing","100000"
"sliding-widgets","unknown","","4000"
"slimbox","unknown","","3000"
"slimbox-plugin","unknown","","3000"
"slimjetpack","unknown","","10000"
"smart-404","unknown","","8000"
"smart-archive-page-remove","unknown","","3000"
"smart-archives-reloaded","unknown","","8000"
"smart-custom-fields","unknown","","10000"
"smart-donations","unknown","","4000"
"smart-forms","unknown","","10000"
"smart-google-code-inserter","likely_yes","Doesn't include editor functionality","9000"
"smart-logo-showcase-lite","unknown","","6000"
"smart-maintenance-mode","likely_yes","Doesn't include editor functionality","3000"
"smart-manager-for-wp-e-commerce","unknown","","10000"
"smart-passworded-pages","unknown","","9000"
"smart-reporter-for-wp-e-commerce","unknown","","3000"
"smart-slider-2","unknown","","10000"
"smart-slider-3","likely_no","Some editor UI is missing","100000"
"smart-variations-images","unknown","","3000"
"smart-wysiwyg-blocks-of-content","unknown","","6000"
"smart-youtube","unknown","","50000"
"smartcrawl-seo","unknown","","20000"
"smartideo","unknown","","4000"
"smartlook-visitor-screen-recording","unknown","","5000"
"smartsupp-live-chat","unknown","","10000"
"sme-facebook-likebox-sidebar","unknown","","0"
"smk-sidebar-generator","yes","Doesn't include editor functionality","70000"
"smntcs-google-webmaster-tools","unknown","","7000"
"smooth-page-scroll-to-top","unknown","","3000"
"smooth-page-scroll-updown-buttons","unknown","","4000"
"smooth-scroll-up","unknown","","10000"
"smooth-slider","unknown","","20000"
"smpl-shortcodes","unknown","","8000"
"smtp","likely_yes","Doesn't include editor functionality","7000"
"smtp-mailer","likely_yes","Doesn't include editor functionality","30000"
"snapshot","unknown","","0"
"snazzy-maps","unknown","","50000"
"sns-count-cache","likely_yes","Doesn't include editor functionality","20000"
"so-clean-up-wp-seo","unknown","","10000"
"so-css","yes","Doesn't include editor functionality","200000"
"so-masonry","unknown","","3000"
"so-page-builder-animate","unknown","","10000"
"so-pinyin-slugs","unknown","","5000"
"so-widgets-bundle","yes","Doesn't include editor functionality","1000000"
"sociable","unknown","","40000"
"sociable-30","unknown","","0"
"social","unknown","","0"
"social-articles","unknown","","4000"
"social-comments","unknown","","4000"
"social-connect","likely_yes","Doesn't include editor functionality","5000"
"social-count-plus","unknown","","40000"
"social-fabric-analytics-by-collective-bias","unknown","","4000"
"social-icons","unknown","","30000"
"social-icons-widget-by-wpzoom","unknown","","50000"
"social-locker","unknown","","10000"
"social-media-auto-publish","unknown","","10000"
"social-media-builder","unknown","","10000"
"social-media-buttons-toolbar","unknown","","10000"
"social-media-feather","yes","Existing functionality works in Gutenberg","100000"
"social-media-gallery","unknown","","3000"
"social-media-icons","unknown","","10000"
"social-media-icons-widget","unknown","","20000"
"social-media-tabs","unknown","","3000"
"social-media-widget","yes","Doesn't include editor functionality","100000"
"social-media-widget-icon","unknown","","3000"
"social-media-widgets","unknown","","3000"
"social-metrics","unknown","","4000"
"social-metrics-tracker","unknown","","4000"
"social-networks-auto-poster-facebook-twitter-g","likely_yes","","200000"
"social-polls-by-opinionstage","unknown","","20000"
"social-profiles-widget","unknown","","10000"
"social-pug","unknown","","50000"
"social-share-boost","unknown","","9000"
"social-share-button","unknown","","9000"
"social-share-buttons-by-supsystic","unknown","","20000"
"social-sharing-toolkit","unknown","","20000"
"social-slider","unknown","","0"
"social-stickers","unknown","","7000"
"social-warfare","unknown","","50000"
"socialize","unknown","","3000"
"socials-ignited","unknown","","9000"
"solid-code-theme-editor","unknown","","0"
"soliloquy-lite","likely_yes","Some editor UI is missing","80000"
"soslider-social-slider","unknown","","3000"
"soundcloud-is-gold","unknown","","10000"
"soundcloud-master","unknown","","5000"
"soundcloud-shortcode","unknown","","30000"
"soundpress","unknown","","4000"
"soundy-background-music","unknown","","20000"
"sp-client-document-manager","unknown","","3000"
"sp-faq","unknown","","7000"
"sp-header-image-slider","unknown","","3000"
"sp-news-and-widget","unknown","","20000"
"spacer","likely_yes","Some editor UI is missing","100000"
"spain-cookie-law","unknown","","0"
"spam-byebye","unknown","","3000"
"spam-comments-cleaner","unknown","","6000"
"spam-destroyer","unknown","","7000"
"spam-free-wordpress","unknown","","40000"
"spammer-blocker","unknown","","6000"
"spamreferrerblock","likely_yes","Doesn't include editor functionality","6000"
"sparkpost","likely_yes","Doesn't include editor functionality","10000"
"speakout","unknown","","3000"
"special-recent-posts","unknown","","0"
"speech-bubble","unknown","","10000"
"speed-booster-pack","unknown","","40000"
"speed-contact-bar","unknown","","10000"
"speed-up-lazy-load","unknown","","3000"
"speed-up-optimize-css-delivery","unknown","","3000"
"speedy-page-redirect","unknown","","9000"
"spider-event-calendar","unknown","","30000"
"spider-facebook","unknown","","7000"
"spider-faq","unknown","","3000"
"spiderblocker","unknown","","30000"
"spiffy-calendar","unknown","","4000"
"spoontalk-social-media-icons-widget","unknown","","7000"
"sportspress","unknown","","10000"
"sportspress-for-soccer","unknown","","6000"
"spotify-embed","unknown","","4000"
"spotify-master","unknown","","3000"
"spots","unknown","","3000"
"sql-executioner","unknown","","5000"
"sqlite-integration","likely_yes","Doesn't include editor functionality","20000"
"squelch-tabs-and-accordions-shortcodes","unknown","","4000"
"squirrly-seo","likely_yes","Doesn't include editor functionality","30000"
"srizon-facebook-album","unknown","","10000"
"srs-simple-hits-counter","unknown","","6000"
"ssh-sftp-updater-support","unknown","","40000"
"ssl-insecure-content-fixer","yes","Doesn't include editor functionality","100000"
"stag-custom-sidebars","unknown","","9000"
"stagtools","unknown","","8000"
"stallion-wordpress-seo-plugin","unknown","","0"
"standard-widget-extensions","unknown","","6000"
"standout-color-boxes-and-buttons","unknown","","5000"
"standout-css3-buttons","unknown","","3000"
"starbox","unknown","","0"
"stat-counter","unknown","","7000"
"statebuilt-facebook-page-like-popup","unknown","","5000"
"static-html-output-plugin","unknown","","7000"
"statify","likely_yes","Doesn't include editor functionality","30000"
"statpress","unknown","","0"
"statpress-reloaded","unknown","","0"
"statpress-visitors","unknown","","0"
"stats","unknown","","0"
"stats-counter","unknown","","0"
"stealth-login-page","likely_yes","Doesn't include editor functionality","10000"
"sticky-header","unknown","","6000"
